,url,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,status
26,http://ridgesandfurrows.homestead.com/,38,30,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,9,9,0,16,16,0,12.5,12.5,0.0,0,0,0,0,0,0,6,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,2160,8431,0,0,1,5,legitimate
27,https://www.mrgscience.com/,27,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,199,0.969849246,0.030150754,0,0,0,0.833333333,0,0.0,0,0,94.73684211,0,50.0,50.0,0,0,0,20.0,0,0,0,1,0,0,1050,-1,567830,0,0,2,legitimate
28,https://ceuqdzfk.firebaseapp.com/,33,24,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,8,8,0,11,11,0,9.5,9.5,0.0,0,0,0,0,0,0,22,0.318181818,0.681818182,0,2,0,0.0,0,0.066666667,1,1,18.18181818,0,0.0,100.0,0,0,0,100.0,0,0,0,1,0,0,86,2835,0,0,1,2,phishing
29,http://grupwasekolah.000webhostapp.com/login.php,48,31,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0625,0.096774194,0,0,0,0,0,3,0,0,0,0,0,0,4,4,3,13,3,13,13,5,8.5,13.0,4.0,1,0,0,0,0,0,33,0.272727273,0.727272727,0,0,0,0.125,0,0.166666667,0,0,66.66666667,0,50.0,50.0,0,0,0,4.347826087,0,0,0,1,1,0,644,1547,4639,0,1,2,phishing
30,https://www.nationalteamsoficehockey.com/,41,32,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,24,24,0,13.5,13.5,0.0,0,0,0,0,0,0,35,0.114285714,0.8857142859999999,0,5,0,0.032258065,0,0.0,0,1,12.5,0,0.0,100.0,0,0,0,25.0,0,0,0,1,1,0,85,5063,2258035,0,0,5,legitimate
31,http://www.i-m.mx/webid/Webid/,30,10,0,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,1,0,0,0,0,5,3,1,1,5,5,3,5,3.0,1.666666667,5.0,0,0,0,0,1,0,34,0.205882353,0.794117647,0,0,0,0.0,0,0.037037037,1,1,6.25,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,37,3250,421761,0,1,4,phishing
32,http://www.bathardcore.com/,27,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,11,11,0,7.0,7.0,0.0,0,0,0,0,0,0,6,0.5,0.5,0,0,0,0.666666667,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,213,3075,0,0,1,0,legitimate
33,http://www.daniellelaporte.com/,31,23,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,4,3,3,0,15,15,0,9.0,9.0,0.0,0,0,0,0,0,0,202,0.6237623760000001,0.376237624,0,0,0,0.039473684,0,0.0,1,1,64.28571429,0,4.651162791,95.34883721,0,0,0,34.21052632,0,0,0,1,0,0,122,4991,239038,0,0,6,legitimate
34,https://lumiere.nl/,19,10,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,7,0,7,7,0,7.0,7.0,0.0,0,0,0,0,0,0,81,0.839506173,0.160493827,0,0,0,0.230769231,0,0.0,0,0,100.0,0,85.71428571,14.28571429,0,0,0,25.0,0,0,0,1,1,0,0,7716,9611882,0,0,3,legitimate
35,http://e-imamu.edu.sa,21,14,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,1,0,5,5,0,3.0,3.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,0,4732,175291,0,0,2,legitimate
36,http://m.emv9269.com/,21,13,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.19047619,0.307692308,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,1,0,7,7,0,4.0,4.0,0.0,0,0,0,0,0,0,45,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,60,671,0,0,1,0,phishing
37,http://skilful-courage-283714.nw.r.appspot.com/home.html,56,39,0,5,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.107142857,0.153846154,0,0,0,0,0,3,0,0,1,0,0,0,8,1,1,1,4,7,7,4,4.75,5.0,4.0,0,0,0,0,0,0,83,0.469879518,0.5301204820000001,0,2,0,0.363636364,0,0.022727273,1,1,0.0,0,33.33333333,66.66666667,0,0,0,56.92307692,0,0,0,1,1,0,217,5627,0,0,1,5,phishing
38,https://att.jpdmi.com/2019/500255-LP/index.php?acct=915902553,61,13,1,3,1,0,1,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.31147541,0.0,0,0,0,0,0,3,1,1,0,0,0,0,9,5,2,3,2,9,5,9,4.555555556,4.0,4.714285714,0,0,0,0,0,0,15,0.933333333,0.066666667,0,0,0,1.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,456,5387,1909793,0,0,0,phishing
39,http://www.golfbidder.co.uk/clubbrand/PI/3/Ping_iron_set.html,61,20,0,4,0,0,0,0,0,0,2,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.016393443,0.0,0,0,0,0,0,3,0,0,0,0,1,0,9,5,1,3,1,10,10,9,4.444444444,6.5,3.857142857,0,0,0,0,0,0,417,0.940047962,0.059952038,0,0,0,0.0,0,0.0,0,0,100.0,0,86.0,14.0,0,0,0,68.42105263,0,0,0,0,0,0,145,7526,107288,0,0,4,legitimate
40,http://opensourceecology.org/open-source-hardware-enterprise-model-distributive-enterprise/,91,21,0,1,6,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,8,1,4,17,4,17,17,12,9.0,17.0,7.857142857,0,0,0,0,0,0,49,0.244897959,0.7551020409999999,0,0,0,0.567567568,0,0.081081081,0,0,100.0,0,0.0,100.0,0,0,0,30.95238095,0,0,0,1,0,0,218,-1,505901,0,0,5,legitimate
41,https://www.secureupdate.appleld.com.duilawyeryork.com/ap/468a8285fe41d75?cmd=_update&dispatch=468a8285fe41d7559&locale=_US,123,46,1,5,0,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0.195121951,0.0,0,0,0,1,0,3,0,0,0,0,1,0,13,5,2,3,2,17,13,17,7.461538462,7.6,7.375,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,25,3993,5707171,0,1,0,phishing
42,http://www.45minut.pl/,22,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.090909091,0.142857143,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,60,0.916666667,0.083333333,0,0,0,0.8,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,58.33333333,0,0,0,0,1,0,1142,5066,448940,0,0,4,legitimate
43,https://www.buscounviaje.com/,29,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,1704,0.990610329,0.009389671,0,2,0,0.0625,0,0.0,1,1,20.0,0,100.0,0.0,0,0,0,99.62216625,0,0,0,0,1,0,122,4626,674594,0,0,4,legitimate
44,http://ringsideatskullisland.blogspot.com,41,34,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,1,8,8,0,21,21,0,14.5,14.5,0.0,0,1,0,0,0,0,34,0.088235294,0.911764706,0,0,0,0.419354839,0,0.032258065,0,1,0.0,0,0.0,100.0,0,0,0,33.33333333,0,0,0,1,1,0,370,7299,5682356,0,0,5,legitimate
45,https://www.wingate.com/,24,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,43,0.953488372,0.046511628,0,0,0,1.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,1091,-1,846675,0,0,4,legitimate
46,https://www.burgenland.at/,26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,162,0.956790123,0.043209877,0,0,0,0.0,0,0.142857143,0,0,100.0,0,88.88888889,11.11111111,0,0,0,40.0,0,0,0,0,1,0,0,-1,923184,0,0,5,legitimate
47,http://www.digiturkkampanyalari.com/,36,28,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,20,20,0,11.5,11.5,0.0,0,0,0,0,0,0,3,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,411,-1,0,0,0,0,legitimate
48,http://pro645r.uk.r.appspot.com/,32,24,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.09375,0.125,0,0,0,0,0,3,0,0,1,0,0,0,4,1,1,1,0,7,7,0,4.25,4.25,0.0,0,0,0,0,0,0,22,0.181818182,0.818181818,0,1,0,0.277777778,0,0.0,0,1,0.0,0,16.66666667,83.33333333,0,0,0,25.0,0,0,0,1,1,0,217,5627,0,0,1,5,phishing
49,http://ooakforum.com/ucp.php?i=164,34,13,0,2,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.088235294,0.0,0,0,0,0,0,2,0,0,0,0,1,0,5,1,1,9,1,9,9,3,3.8,9.0,2.5,0,0,0,0,0,0,51,0.960784314,0.039215686,0,0,0,0.0,0,0.0,0,0,90.90909091,0,100.0,0.0,0,0,1,0.0,0,0,0,1,1,0,123,3895,817468,0,0,4,legitimate
50,https://www.slideshare.net/Haddies/food-processing-industry,59,18,0,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,6,6,3,3,4,10,10,10,7.0,6.5,7.25,0,0,0,0,0,0,205,0.6975609759999999,0.302439024,0,3,0,0.14516129,0,0.032258065,0,1,58.82352941,0,94.11764706,5.8823529410000015,0,0,0,34.32835821,0,0,0,1,1,0,982,5225,137,0,0,8,legitimate
51,http://www.courgeon-immobilier.fr/wp-content/uploads/2019/07/tpg/9ac6ba30463d0fb7974c06843717284c/Verification.php,114,26,1,3,2,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,1,0.254385965,0.0,0,0,0,0,0,3,1,0,0,0,2,0,12,4,2,3,2,32,10,32,7.75,7.0,8.0,2,0,0,0,0,0,22,0.545454545,0.454545455,0,1,0,0.0,0,0.0,0,1,40.0,0,0.0,0.0,0,0,0,60.0,0,0,0,1,1,0,257,2299,0,0,1,2,phishing
